"comm_zip","Count"
"1.2844",23
"1.2810",23
"1.2650",23
"1.2456",23
"1.2381",23
"1.2294",23
"1.2272",23
"1.2224",23
"1.2122",23
"1.2101",23
"1.1898",23
"1.1860",23
"1.1818",23
"1.1760",23
"1.1692",23
"1.1333",23
"1.1280",23
"1.1070",23
"1.1042",23
"1.1034",23
"1.0993",23
"1.0948",23
"1.0776",23
"1.0713",23
"1.0665",23
"1.0571",23
"1.0430",23
"1.0416",23
"1.0197",23
"1.0032",23
"0.9966",23
"0.9894",23
"0.9842",23
"0.9824",23
"0.9656",23
"0.9645",23
"0.9536",23
"0.9531",23
"0.9472",23
"0.9400",23
"0.9354",23
"0.9260",23
"0.9231",23
"0.9117",23
"0.8966",23
"0.8918",23
"0.8850",23
"0.8736",23
"0.8638",23
"0.8608",23
"0.8541",23
"0.8528",23
"0.8308",23
"0.8266",23
"0.8239",23
"0.8202",23
"0.7752",23
"0.7719",23
"0.7594",23
"0.7548",23
"0.7540",23
"0.7472",23
"0.7455",23
"0.7332",23
"0.7234",23
"0.7102",23
"0.7065",23
"0.7026",23
"0.6930",23
"0.6849",23
"0.6840",23
"0.6744",23
"0.6728",23
"0.6691",23
"0.6508",23
"0.6457",23
"0.6386",23
"0.6188",23
"0.6164",23
"0.5972",23
"0.5925",23
"0.5888",23
"0.5699",23
"0.5512",23
"0.5474",23
"0.5390",23
"0.5380",23
"0.5332",23
"0.5151",23
"0.5048",23
"0.5010",23
"0.4890",23
"0.4794",23
"0.4784",23
"0.4776",23
"0.4767",23
"0.4714",23
"0.4655",23
"0.4594",23
"0.4580",23
"0.4554",23
"0.4534",23
"0.4418",23
"0.4263",23
"0.4244",23
"0.4196",23
"0.4185",23
"0.4064",23
"0.4028",23
"0.3923",23
"0.3917",23
"0.3832",23
"0.3822",23
"0.3701",23
"0.3656",23
"0.3621",23
"0.3580",23
"0.3566",23
"0.3503",23
"0.3478",23
"0.3473",23
"0.3471",23
"0.3383",23
"0.3382",23
"0.3357",23
"0.3353",23
"0.3298",23
"0.3282",23
"0.3172",23
"0.3145",23
"0.3032",23
"0.3027",23
"0.2923",23
"0.2781",23
"0.2746",23
"0.2722",23
"0.2663",23
"0.2521",23
"0.2295",23
"0.2213",23
"0.2139",23
"0.2111",23
"0.1974",23
"0.1926",23
"0.1720",23
"0.1383",23
"0.1274",23
"0.1143",23
"0.1105",23
"0.1083",23
"0.0880",23
"0.0698",23
"0.0603",23
"0.0539",23
"0.0423",23
"0.0235",23
"0.0066",23
"7.2000",22
"43.5858",22
"4.9000",22
"4.8000",22
"4.2500",22
"2.5344",22
"2.5160",22
"2.4652",22
"2.3548",22
"2.2680",22
"2.2586",22
"2.2152",22
"2.1842",22
"2.0472",22
"2.0310",22
"2.0304",22
"2.0216",22
"2.0064",22
"1.9672",22
"1.9286",22
"1.8912",22
"1.7556",22
"1.7429",22
"1.7304",22
"1.7298",22
"1.6888",22
"1.6794",22
"1.6744",22
"1.6586",22
"1.6224",22
"1.5976",22
"1.5696",22
"1.5688",22
"1.5224",22
"1.5180",22
"1.5150",22
"1.5056",22
"1.4483",22
"1.4436",22
"1.4364",22
"1.3932",22
"1.3260",22
"1.3258",22
"1.3242",22
"1.3224",22
"1.3134",22
"1.2942",22
"1.2886",22
"1.2857",22
"1.2544",22
"1.2408",22
"1.2368",22
"1.2076",22
"1.2020",22
"1.1968",22
"1.1886",22
"1.1781",22
"1.1740",22
"1.1586",22
"1.1557",22
"1.1320",22
"1.1298",22
"1.1016",22
"1.0878",22
"1.0773",22
"1.0718",22
"1.0625",22
"1.0617",22
"1.0526",22
"1.0476",22
"1.0323",22
"1.0220",22
"1.0106",22
"1.0003",22
"0.9930",22
"0.9918",22
"0.9903",22
"0.9798",22
"0.9786",22
"0.9768",22
"0.9724",22
"0.9618",22
"0.9554",22
"0.9450",22
"0.9202",22
"0.9036",22
"0.9024",22
"0.8960",22
"0.8908",22
"0.8884",22
"0.8814",22
"0.8796",22
"0.8748",22
"0.8712",22
"0.8575",22
"0.8574",22
"0.8458",22
"0.8409",22
"0.8397",22
"0.8370",22
"0.8320",22
"0.8217",22
"0.8088",22
"0.7924",22
"0.7908",22
"0.7869",22
"0.7840",22
"0.7815",22
"0.7788",22
"0.7756",22
"0.7755",22
"0.7683",22
"0.7640",22
"0.7570",22
"0.7391",22
"0.7333",22
"0.7310",22
"0.7242",22
"0.7207",22
"0.6933",22
"0.6836",22
"0.6782",22
"0.6740",22
"0.6729",22
"0.6578",22
"0.6293",22
"0.6275",22
"0.6205",22
"0.6138",22
"0.6031",22
"0.5854",22
"0.5852",22
"0.5792",22
"0.5755",22
"0.5726",22
"0.5666",22
"0.5445",22
"0.5316",22
"0.5225",22
"0.5134",22
"0.4988",22
"0.4978",22
"0.4970",22
"0.4964",22
"0.4850",22
"0.4235",22
"0.4214",22
"0.4165",22
"0.4157",22
"0.4029",22
"0.3931",22
"0.3922",22
"0.3884",22
"0.3741",22
"0.3682",22
"0.3553",22
"0.3440",22
"0.3439",22
"0.3133",22
"0.3124",22
"0.3109",22
"0.2951",22
"0.2767",22
"0.2757",22
"0.2519",22
"0.2480",22
"0.2431",22
"0.2399",22
"0.2395",22
"0.2342",22
"0.2314",22
"0.1970",22
"0.1891",22
"0.1405",22
"0.1024",22
"0.0933",22
"0.0650",22
"0.0648",22
"0.0566",22
"0.0269",22
"0.0064",22
"64.5099",21
"5.4588",21
"42.7894",21
"42.1226",21
"40.9506",21
"3.4104",21
"3.2500",21
"3.0504",21
"2.8785",21
"2.8359",21
"2.7294",21
"2.7165",21
"2.6364",21
"2.5128",21
"2.5116",21
"2.3571",21
"2.3331",21
"2.2800",21
"2.2653",21
"2.2534",21
"2.2222",21
"2.1710",21
"2.1490",21
"2.0972",21
"2.0770",21
"2.0400",21
"12.5000",21
"1.9782",21
"1.9320",21
"1.9000",21
"1.8954",21
"1.8272",21
"1.7710",21
"1.6868",21
"1.6757",21
"1.5840",21
"1.5790",21
"1.5625",21
"1.5576",21
"1.5400",21
"1.5136",21
"1.5078",21
"1.4660",21
"1.4388",21
"1.4156",21
"1.3800",21
"1.3788",21
"1.3628",21
"1.3566",21
"1.3485",21
"1.3384",21
"1.3113",21
"1.2836",21
"1.2800",21
"1.2584",21
"1.2452",21
"1.2353",21
"1.2285",21
"1.2240",21
"1.1920",21
"1.1742",21
"1.1639",21
"1.1072",21
"1.1014",21
"1.0926",21
"1.0921",21
"1.0758",21
"1.0652",21
"1.0632",21
"1.0588",21
"1.0582",21
"1.0566",21
"1.0539",21
"1.0395",21
"1.0185",21
"0.9958",21
"0.9876",21
"0.9870",21
"0.9867",21
"0.9864",21
"0.9810",21
"0.9760",21
"0.9552",21
"0.9368",21
"0.9294",21
"0.9269",21
"0.9264",21
"0.9078",21
"0.8964",21
"0.8948",21
"0.8855",21
"0.8769",21
"0.8540",21
"0.8445",21
"0.8380",21
"0.8376",21
"0.8306",21
"0.8280",21
"0.8163",21
"0.8118",21
"0.8055",21
"0.7716",21
"0.7694",21
"0.7510",21
"0.7464",21
"0.7378",21
"0.7360",21
"0.7299",21
"0.7100",21
"0.6906",21
"0.6800",21
"0.6696",21
"0.6594",21
"0.6546",21
"0.6525",21
"0.6430",21
"0.6404",21
"0.6189",21
"0.6110",21
"0.6087",21
"0.6076",21
"0.5874",21
"0.5763",21
"0.5734",21
"0.5710",21
"0.5676",21
"0.5540",21
"0.5372",21
"0.5236",21
"0.4916",21
"0.4780",21
"0.4712",21
"0.4701",21
"0.4649",21
"0.4464",21
"0.4463",21
"0.4359",21
"0.4273",21
"0.4221",21
"0.4180",21
"0.3958",21
"0.3897",21
"0.3692",21
"0.3608",21
"0.3579",21
"0.3538",21
"0.3537",21
"0.3428",21
"0.3390",21
"0.2957",21
"0.2945",21
"0.2834",21
"0.2768",21
"0.2609",21
"0.2499",21
"0.2318",21
"0.2260",21
"0.2230",21
"0.2224",21
"0.2217",21
"0.2121",21
"0.1832",21
"0.1822",21
"0.1791",21
"0.1785",21
"0.1779",21
"0.1651",21
"0.1484",21
"0.1361",21
"0.1235",21
"0.1147",21
"0.1086",21
"0.1069",21
"0.0910",21
"0.0671",21
"0.0490",21
"0.0383",21
"0.0369",21
"0.0323",21
"0.0145",21
"46.5276",20
"42.0320",20
"41.2558",20
"39.2742",20
"37.8192",20
"3.2766",20
"3.1584",20
"2.6715",20
"2.6400",20
"2.4688",20
"2.4468",20
"2.3150",20
"2.2856",20
"2.2840",20
"2.2524",20
"2.1986",20
"2.1928",20
"2.1818",20
"2.1667",20
"2.1516",20
"2.0976",20
"2.0832",20
"2.0652",20
"2.0592",20
"2.0160",20
"1.9566",20
"1.9428",20
"1.8666",20
"1.8540",20
"1.8333",20
"1.8165",20
"1.8064",20
"1.7400",20
"1.7232",20
"1.7160",20
"1.6800",20
"1.6506",20
"1.6500",20
"1.6192",20
"1.6160",20
"1.6120",20
"1.5834",20
"1.5760",20
"1.5681",20
"1.5344",20
"1.5268",20
"1.5240",20
"1.5228",20
"1.5036",20
"1.4933",20
"1.4826",20
"1.4814",20
"1.4786",20
"1.4706",20
"1.4583",20
"1.4472",20
"1.4250",20
"1.3973",20
"1.3794",20
"1.3698",20
"1.3236",20
"1.3168",20
"1.3030",20
"1.3002",20
"1.2932",20
"1.2924",20
"1.2780",20
"1.2778",20
"1.2728",20
"1.2716",20
"1.2540",20
"1.2528",20
"1.2522",20
"1.2312",20
"1.2096",20
"1.2032",20
"1.1794",20
"1.1720",20
"1.1688",20
"1.1636",20
"1.1552",20
"1.1516",20
"1.1515",20
"1.1480",20
"1.1409",20
"1.1402",20
"1.1391",20
"1.1188",20
"1.1182",20
"1.1175",20
"1.1169",20
"1.1135",20
"1.1004",20
"1.1001",20
"1.0947",20
"1.0917",20
"1.0893",20
"1.0892",20
"1.0884",20
"1.0877",20
"1.0839",20
"1.0830",20
"1.0716",20
"1.0659",20
"1.0572",20
"1.0414",20
"1.0402",20
"1.0162",20
"1.0060",20
"0.9912",20
"0.9822",20
"0.9764",20
"0.9704",20
"0.9696",20
"0.9591",20
"0.9324",20
"0.9320",20
"0.9170",20
"0.8857",20
"0.8820",20
"0.8816",20
"0.8660",20
"0.8656",20
"0.8618",20
"0.8604",20
"0.8420",20
"0.8418",20
"0.8382",20
"0.8356",20
"0.8137",20
"0.8064",20
"0.8048",20
"0.7884",20
"0.7864",20
"0.7839",20
"0.7838",20
"0.7588",20
"0.7580",20
"0.7414",20
"0.7412",20
"0.7212",20
"0.7168",20
"0.7136",20
"0.7124",20
"0.7098",20
"0.7092",20
"0.6810",20
"0.6795",20
"0.6726",20
"0.6715",20
"0.6637",20
"0.6447",20
"0.6442",20
"0.6348",20
"0.6183",20
"0.6042",20
"0.6015",20
"0.6014",20
"0.5926",20
"0.5903",20
"0.5856",20
"0.5825",20
"0.5762",20
"0.5564",20
"0.5528",20
"0.5438",20
"0.5434",20
"0.5426",20
"0.5368",20
"0.5351",20
"0.5322",20
"0.5296",20
"0.4886",20
"0.4834",20
"0.4809",20
"0.4748",20
"0.4678",20
"0.4653",20
"0.4430",20
"0.4427",20
"0.4281",20
"0.4254",20
"0.4251",20
"0.4129",20
"0.4118",20
"0.4113",20
"0.3996",20
"0.3970",20
"0.3914",20
"0.3867",20
"0.3848",20
"0.3834",20
"0.3831",20
"0.3718",20
"0.3688",20
"0.3634",20
"0.3501",20
"0.3496",20
"0.3436",20
"0.3366",20
"0.3361",20
"0.3338",20
"0.3336",20
"0.3332",20
"0.3316",20
"0.3244",20
"0.3196",20
"0.3103",20
"0.3041",20
"0.2979",20
"0.2895",20
"0.2805",20
"0.2612",20
"0.2542",20
"0.2515",20
"0.2280",20
"0.2245",20
"0.2234",20
"0.2169",20
"0.2103",20
"0.1963",20
"0.1960",20
"0.1939",20
"0.1775",20
"0.1773",20
"0.1420",20
"0.1275",20
"0.1208",20
"0.1181",20
"0.0918",20
"0.0775",20
"0.0752",20
"0.0497",20
"0.0243",20
"43.0992",19
"3.2540",19
"3.2142",19
"2.9997",19
"2.7692",19
"2.6664",19
"2.5896",19
"2.5410",19
"2.5089",19
"2.3604",19
"2.3076",19
"2.2602",19
"2.1852",19
"2.1840",19
"2.1693",19
"2.1498",19
"2.0421",19
"2.0112",19
"1.9374",19
"1.9290",19
"1.8756",19
"1.8210",19
"1.8207",19
"1.7856",19
"1.7548",19
"1.7492",19
"1.7316",19
"1.7144",19
"1.7000",19
"1.6758",19
"1.6504",19
"1.6296",19
"1.5718",19
"1.5548",19
"1.5498",19
"1.5471",19
"1.5385",19
"1.5237",19
"1.5093",19
"1.4992",19
"1.4970",19
"1.4967",19
"1.4910",19
"1.4763",19
"1.4692",19
"1.4688",19
"1.4620",19
"1.4474",19
"1.4468",19
"1.4444",19
"1.4406",19
"1.4211",19
"1.4192",19
"1.4180",19
"1.4130",19
"1.3945",19
"1.3944",19
"1.3592",19
"1.3590",19
"1.3494",19
"1.2904",19
"1.2735",19
"1.2624",19
"1.2545",19
"1.2534",19
"1.2530",19
"1.2464",19
"1.2444",19
"1.2336",19
"1.2024",19
"1.1943",19
"1.1928",19
"1.1832",19
"1.1830",19
"1.1820",19
"1.1812",19
"1.1470",19
"1.1436",19
"1.1314",19
"1.1232",19
"1.1050",19
"1.1000",19
"1.0970",19
"1.0950",19
"1.0802",19
"1.0779",19
"1.0689",19
"1.0410",19
"1.0384",19
"1.0361",19
"1.0348",19
"1.0303",19
"1.0282",19
"1.0189",19
"1.0119",19
"1.0082",19
"1.0052",19
"0.9902",19
"0.9816",19
"0.9790",19
"0.9711",19
"0.9515",19
"0.9483",19
"0.9461",19
"0.9420",19
"0.9414",19
"0.9288",19
"0.9276",19
"0.9125",19
"0.8996",19
"0.8946",19
"0.8922",19
"0.8874",19
"0.8790",19
"0.8588",19
"0.8478",19
"0.8465",19
"0.8416",19
"0.8367",19
"0.8142",19
"0.7976",19
"0.7958",19
"0.7724",19
"0.7665",19
"0.7660",19
"0.7644",19
"0.7564",19
"0.7552",19
"0.7525",19
"0.7514",19
"0.7465",19
"0.7448",19
"0.7372",19
"0.7185",19
"0.7112",19
"0.7101",19
"0.7048",19
"0.7044",19
"0.6980",19
"0.6974",19
"0.6942",19
"0.6868",19
"0.6867",19
"0.6848",19
"0.6819",19
"0.6705",19
"0.6668",19
"0.6291",19
"0.6194",19
"0.6153",19
"0.6142",19
"0.6134",19
"0.6032",19
"0.5973",19
"0.5946",19
"0.5857",19
"0.5728",19
"0.5684",19
"0.5495",19
"0.5472",19
"0.5460",19
"0.5318",19
"0.5208",19
"0.5146",19
"0.5130",19
"0.5078",19
"0.5001",19
"0.4935",19
"0.4930",19
"0.4756",19
"0.4654",19
"0.4616",19
"0.4581",19
"0.4552",19
"0.4473",19
"0.4456",19
"0.4413",19
"0.4255",19
"0.3898",19
"0.3721",19
"0.3685",19
"0.3675",19
"0.3522",19
"0.3435",19
"0.3419",19
"0.3415",19
"0.3394",19
"0.3241",19
"0.2914",19
"0.2899",19
"0.2806",19
"0.2756",19
"0.2744",19
"0.2546",19
"0.2419",19
"0.2076",19
"0.2013",19
"0.1949",19
"0.1870",19
"0.1803",19
"0.1695",19
"0.1527",19
"0.1508",19
"0.0978",19
"0.0891",19
"0.0754",19
"0.0533",19
"0.0454",19
"0.0387",19
"0.0218",19
"8.4000",18
"64.1841",18
"6.5088",18
"43.0066",18
"40.9266",18
"38.6030",18
"3.9167",18
"3.1200",18
"2.8572",18
"2.8336",18
"2.7690",18
"2.7564",18
"2.7500",18
"2.6822",18
"2.6206",18
"2.5882",18
"2.5315",18
"2.4570",18
"2.3688",18
"2.3278",18
"2.3220",18
"2.3100",18
"2.2902",18
"2.2554",18
"2.1816",18
"2.1762",18
"2.1440",18
"2.1345",18
"2.1070",18
"2.0986",18
"2.0519",18
"2.0412",18
"2.0410",18
"2.0128",18
"12.7857",18
"1.9236",18
"1.9050",18
"1.8774",18
"1.8480",18
"1.8352",18
"1.7857",18
"1.7787",18
"1.7654",18
"1.7192",18
"1.7080",18
"1.6570",18
"1.6566",18
"1.6542",18
"1.6333",18
"1.6236",18
"1.5756",18
"1.5735",18
"1.5708",18
"1.5589",18
"1.5540",18
"1.5512",18
"1.5360",18
"1.5345",18
"1.5048",18
"1.4857",18
"1.4774",18
"1.4595",18
"1.4546",18
"1.4544",18
"1.4324",18
"1.4308",18
"1.4115",18
"1.4091",18
"1.4074",18
"1.4042",18
"1.3871",18
"1.3860",18
"1.3812",18
"1.3768",18
"1.3740",18
"1.3552",18
"1.3535",18
"1.3508",18
"1.3476",18
"1.3461",18
"1.3335",18
"1.3284",18
"1.3212",18
"1.3020",18
"1.2984",18
"1.2916",18
"1.2690",18
"1.2516",18
"1.2342",18
"1.2320",18
"1.2314",18
"1.2168",18
"1.2080",18
"1.1942",18
"1.1858",18
"1.1754",18
"1.1707",18
"1.1700",18
"1.1676",18
"1.1640",18
"1.1609",18
"1.1518",18
"1.1472",18
"1.1240",18
"1.1136",18
"1.1101",18
"1.0986",18
"1.0965",18
"1.0900",18
"1.0896",18
"1.0780",18
"1.0760",18
"1.0671",18
"1.0667",18
"1.0662",18
"1.0390",18
"1.0350",18
"1.0329",18
"1.0219",18
"1.0172",18
"1.0128",18
"1.0105",18
"0.9665",18
"0.9623",18
"0.9442",18
"0.9376",18
"0.9315",18
"0.9213",18
"0.9195",18
"0.9167",18
"0.9014",18
"0.8967",18
"0.8940",18
"0.8680",18
"0.8475",18
"0.8454",18
"0.8430",18
"0.8340",18
"0.8335",18
"0.8228",18
"0.8180",18
"0.8140",18
"0.8098",18
"0.8066",18
"0.8062",18
"0.7917",18
"0.7832",18
"0.7812",18
"0.7794",18
"0.7744",18
"0.7732",18
"0.7688",18
"0.7526",18
"0.7476",18
"0.7436",18
"0.7370",18
"0.7324",18
"0.7315",18
"0.7311",18
"0.7250",18
"0.7068",18
"0.7066",18
"0.6966",18
"0.6964",18
"0.6920",18
"0.6903",18
"0.6855",18
"0.6832",18
"0.6796",18
"0.6657",18
"0.6650",18
"0.6630",18
"0.6541",18
"0.6531",18
"0.6529",18
"0.6436",18
"0.6408",18
"0.6286",18
"0.6242",18
"0.6182",18
"0.6122",18
"0.6008",18
"0.5988",18
"0.5976",18
"0.5932",18
"0.5790",18
"0.5759",18
"0.5663",18
"0.5630",18
"0.5584",18
"0.5444",18
"0.5427",18
"0.5413",18
"0.5406",18
"0.5215",18
"0.5195",18
"0.4698",18
"0.4629",18
"0.4563",18
"0.4531",18
"0.4482",18
"0.4239",18
"0.4191",18
"0.4034",18
"0.4017",18
"0.3930",18
"0.3891",18
"0.3802",18
"0.3793",18
"0.3778",18
"0.3746",18
"0.3345",18
"0.3317",18
"0.3239",18
"0.3194",18
"0.3118",18
"0.2981",18
"0.2936",18
"0.2852",18
"0.2611",18
"0.2504",18
"0.2481",18
"0.2302",18
"0.2254",18
"0.2226",18
"0.2146",18
"0.2070",18
"0.1973",18
"0.1757",18
"0.1705",18
"0.1581",18
"0.1466",18
"0.1323",18
"0.1300",18
"0.1248",18
"0.0955",18
"0.0903",18
"0.0837",18
"0.0803",18
"0.0786",18
"0.0673",18
"0.0571",18
"0.0410",18
"0.0391",18
"0.0333",18
"0.0283",18
"0.0179",18
"0.0089",18
"61.8837",17
"6.0164",17
"36.8908",17
"3.7674",17
"3.2448",17
"3.2370",17
"3.2000",17
"3.0720",17
"2.8104",17
"2.7736",17
"2.7200",17
"2.7112",17
"2.6449",17
"2.6322",17
"2.5785",17
"2.5688",17
"2.5566",17
"2.5332",17
"2.5264",17
"2.5216",17
"2.4616",17
"2.4248",17
"2.4202",17
"2.3846",17
"2.3333",17
"2.3014",17
"2.2400",17
"2.2353",17
"2.2176",17
"2.2068",17
"2.1912",17
"2.1378",17
"2.0846",17
"2.0834",17
"2.0634",17
"2.0238",17
"2.0150",17
"1.9910",17
"1.9824",17
"1.9114",17
"1.8922",17
"1.8600",17
"1.8491",17
"1.8452",17
"1.8264",17
"1.7472",17
"1.7446",17
"1.6965",17
"1.6530",17
"1.6446",17
"1.6203",17
"1.6140",17
"1.5830",17
"1.5636",17
"1.5420",17
"1.5372",17
"1.5214",17
"1.4982",17
"1.4904",17
"1.4894",17
"1.4850",17
"1.4815",17
"1.4672",17
"1.4666",17
"1.4193",17
"1.4100",17
"1.3704",17
"1.3410",17
"1.3401",17
"1.3385",17
"1.3333",17
"1.3314",17
"1.3180",17
"1.3152",17
"1.3111",17
"1.2923",17
"1.2852",17
"1.2775",17
"1.2770",17
"1.2708",17
"1.2705",17
"1.2504",17
"1.2438",17
"1.2426",17
"1.2348",17
"1.2236",17
"1.2170",17
"1.2110",17
"1.1940",17
"1.1918",17
"1.1678",17
"1.1600",17
"1.1592",17
"1.1568",17
"1.1550",17
"1.1358",17
"1.1328",17
"1.1264",17
"1.1262",17
"1.1127",17
"1.1109",17
"1.1024",17
"1.0944",17
"1.0794",17
"1.0785",17
"1.0525",17
"1.0512",17
"1.0437",17
"1.0345",17
"1.0176",17
"1.0111",17
"1.0104",17
"1.0025",17
"0.9936",17
"0.9885",17
"0.9882",17
"0.9738",17
"0.9570",17
"0.9417",17
"0.9360",17
"0.9304",17
"0.9250",17
"0.8892",17
"0.8876",17
"0.8828",17
"0.8823",17
"0.8732",17
"0.8710",17
"0.8694",17
"0.8544",17
"0.8538",17
"0.8368",17
"0.8258",17
"0.8188",17
"0.8158",17
"0.8022",17
"0.7941",17
"0.7860",17
"0.7813",17
"0.7796",17
"0.7789",17
"0.7690",17
"0.7624",17
"0.7404",17
"0.7402",17
"0.7244",17
"0.7230",17
"0.7176",17
"0.7132",17
"0.7088",17
"0.7021",17
"0.7017",17
"0.6956",17
"0.6891",17
"0.6852",17
"0.6802",17
"0.6714",17
"0.6700",17
"0.6670",17
"0.6621",17
"0.6616",17
"0.6598",17
"0.6563",17
"0.6328",17
"0.6260",17
"0.6147",17
"0.6116",17
"0.6080",17
"0.6036",17
"0.5859",17
"0.5826",17
"0.5768",17
"0.5625",17
"0.5592",17
"0.5582",17
"0.5499",17
"0.5333",17
"0.5266",17
"0.5106",17
"0.5056",17
"0.4950",17
"0.4908",17
"0.4875",17
"0.4789",17
"0.4746",17
"0.4725",17
"0.4702",17
"0.4462",17
"0.4262",17
"0.4216",17
"0.4076",17
"0.3971",17
"0.3926",17
"0.3924",17
"0.3903",17
"0.3808",17
"0.3801",17
"0.3663",17
"0.3400",17
"0.3370",17
"0.3101",17
"0.3074",17
"0.3069",17
"0.3050",17
"0.2909",17
"0.2875",17
"0.2851",17
"0.2840",17
"0.2822",17
"0.2771",17
"0.2733",17
"0.2717",17
"0.2697",17
"0.2253",17
"0.1875",17
"0.1738",17
"0.1665",17
"0.1638",17
"0.1095",17
"0.0987",17
"0.0985",17
"0.0841",17
"0.0471",17
"0.0175",17
"0.0034",17
"7.5000",16
"69.7914",16
"63.0480",16
"6.2500",16
"5.4167",16
"5.0001",16
"42.8868",16
"4.6289",16
"38.5334",16
"3.8400",16
"3.7580",16
"3.5172",16
"3.4920",16
"3.3750",16
"3.1484",16
"2.8688",16
"2.8460",16
"2.7108",16
"2.6334",16
"2.5578",16
"2.5480",16
"2.5380",16
"2.5191",16
"2.4360",16
"2.3728",16
"2.2858",16
"2.2632",16
"2.2620",16
"2.2560",16
"2.2425",16
"2.1784",16
"2.1666",16
"2.1202",16
"2.1127",16
"2.1033",16
"2.0857",16
"2.0786",16
"2.0476",16
"2.0240",16
"2.0196",16
"10.7273",16
"1.9760",16
"1.9272",16
"1.9110",16
"1.8999",16
"1.8850",16
"1.8608",16
"1.8576",16
"1.8520",16
"1.8460",16
"1.8408",16
"1.8096",16
"1.7714",16
"1.7655",16
"1.7520",16
"1.7360",16
"1.7108",16
"1.6815",16
"1.6362",16
"1.6320",16
"1.6280",16
"1.6092",16
"1.5990",16
"1.5912",16
"1.5586",16
"1.5552",16
"1.5480",16
"1.5286",16
"1.5122",16
"1.5080",16
"1.4770",16
"1.4545",16
"1.4524",16
"1.4480",16
"1.4430",16
"1.4412",16
"1.4240",16
"1.4070",16
"1.4028",16
"1.3942",16
"1.3888",16
"1.3791",16
"1.3786",16
"1.3668",16
"1.3545",16
"1.3510",16
"1.3321",16
"1.3004",16
"1.2896",16
"1.2879",16
"1.2786",16
"1.2747",16
"1.2726",16
"1.2630",16
"1.2603",16
"1.2453",16
"1.2450",16
"1.2402",16
"1.2384",16
"1.2296",16
"1.2222",16
"1.2201",16
"1.2196",16
"1.2195",16
"1.2143",16
"1.2114",16
"1.2099",16
"1.1958",16
"1.1578",16
"1.1512",16
"1.1355",16
"1.1277",16
"1.1270",16
"1.1196",16
"1.0812",16
"1.0731",16
"1.0556",16
"1.0484",16
"1.0466",16
"1.0413",16
"1.0408",16
"1.0404",16
"1.0360",16
"1.0344",16
"1.0178",16
"0.9928",16
"0.9920",16
"0.9890",16
"0.9776",16
"0.9650",16
"0.9402",16
"0.9375",16
"0.9352",16
"0.9238",16
"0.9225",16
"0.9208",16
"0.9177",16
"0.9165",16
"0.9111",16
"0.9020",16
"0.8882",16
"0.8825",16
"0.8709",16
"0.8650",16
"0.8629",16
"0.8592",16
"0.8560",16
"0.8375",16
"0.8336",16
"0.8314",16
"0.8273",16
"0.8004",16
"0.7921",16
"0.7916",16
"0.7875",16
"0.7867",16
"0.7863",16
"0.7835",16
"0.7758",16
"0.7729",16
"0.7705",16
"0.7704",16
"0.7598",16
"0.7572",16
"0.7532",16
"0.7420",16
"0.7377",16
"0.7281",16
"0.7280",16
"0.7262",16
"0.7184",16
"0.7114",16
"0.6950",16
"0.6946",16
"0.6816",16
"0.6706",16
"0.6703",16
"0.6689",16
"0.6675",16
"0.6618",16
"0.6606",16
"0.6605",16
"0.6484",16
"0.6432",16
"0.6346",16
"0.6238",16
"0.6196",16
"0.6051",16
"0.6004",16
"0.5949",16
"0.5943",16
"0.5821",16
"0.5727",16
"0.5664",16
"0.5615",16
"0.5405",16
"0.5310",16
"0.5284",16
"0.5235",16
"0.5218",16
"0.5168",16
"0.4998",16
"0.4791",16
"0.4664",16
"0.4544",16
"0.4472",16
"0.4458",16
"0.4437",16
"0.4248",16
"0.4195",16
"0.4152",16
"0.4112",16
"0.4101",16
"0.4069",16
"0.4005",16
"0.3874",16
"0.3836",16
"0.3699",16
"0.3671",16
"0.3619",16
"0.3598",16
"0.3587",16
"0.3559",16
"0.3467",16
"0.3414",16
"0.3407",16
"0.3187",16
"0.3141",16
"0.3106",16
"0.3025",16
"0.3023",16
"0.2969",16
"0.2942",16
"0.2848",16
"0.2759",16
"0.2676",16
"0.2329",16
"0.2247",16
"0.2186",16
"0.2050",16
"0.1961",16
"0.1828",16
"0.1506",16
"0.1498",16
"0.1493",16
"0.1414",16
"0.1340",16
"0.1130",16
"0.1093",16
"0.1035",16
"0.0964",16
"0.0808",16
"0.0746",16
"0.0729",16
"0.0706",16
"0.0637",16
"0.0581",16
"0.0456",16
"0.0429",16
"0.0371",16
"0.0036",16
"0.0025",16
"8.3334",15
"61.4259",15
"61.3899",15
"6.0339",15
"58.9113",15
"5.3882",15
"4.7841",15
"3.9000",15
"3.5620",15
"3.5580",15
"3.4968",15
"3.1428",15
"3.0300",15
"2.8776",15
"2.8664",15
"2.8476",15
"2.7600",15
"2.7270",15
"2.6886",15
"2.6881",15
"2.6820",15
"2.6316",15
"2.5944",15
"2.5200",15
"2.4879",15
"2.4444",15
"2.4405",15
"2.4348",15
"2.4280",15
"2.4060",15
"2.3940",15
"2.3808",15
"2.3750",15
"2.3016",15
"2.3000",15
"2.2882",15
"2.2857",15
"2.2624",15
"2.2258",15
"2.2136",15
"2.1582",15
"2.1429",15
"2.1375",15
"2.1366",15
"2.1252",15
"2.1250",15
"2.1142",15
"2.1090",15
"2.0880",15
"2.0736",15
"2.0635",15
