"comm_veh","Count"
"19.8341",5
"19.7886",5
"19.7730",5
"19.7496",5
"19.7352",5
"19.7346",5
"19.7100",5
"19.6500",5
"19.5910",5
"19.5712",5
"19.5680",5
"19.5489",5
"19.5290",5
"19.5252",5
"19.5219",5
"19.5063",5
"19.4960",5
"19.4920",5
"19.4913",5
"19.4904",5
"19.4634",5
"19.4568",5
"19.4535",5
"19.4392",5
"19.4040",5
"19.3820",5
"19.3662",5
"19.3392",5
"19.3347",5
"19.3150",5
"19.3130",5
"19.3008",5
"19.2861",5
"19.2374",5
"19.2150",5
"19.1950",5
"19.1890",5
"19.1850",5
"19.1532",5
"19.1322",5
"19.0768",5
"19.0487",5
"19.0350",5
"19.0296",5
"19.0289",5
"19.0260",5
"19.0190",5
"19.0091",5
"19.0090",5
"187.4080",5
"181.2160",5
"18.9306",5
"18.9300",5
"18.9276",5
"18.9234",5
"18.8895",5
"18.8690",5
"18.8551",5
"18.8520",5
"18.8310",5
"18.8230",5
"18.8040",5
"18.7870",5
"18.7866",5
"18.7587",5
"18.7497",5
"18.7224",5
"18.7020",5
"18.6975",5
"18.6664",5
"18.6630",5
"18.6510",5
"18.6219",5
"18.6201",5
"18.6150",5
"18.6040",5
"18.5931",5
"18.5859",5
"18.5666",5
"18.5276",5
"18.5110",5
"18.5070",5
"18.5031",5
"18.4855",5
"18.4800",5
"18.4767",5
"18.4744",5
"18.4680",5
"18.4401",5
"18.4320",5
"18.4226",5
"18.4158",5
"18.3848",5
"18.3332",5
"18.3130",5
"18.3010",5
"18.2840",5
"18.2666",5
"18.2580",5
"18.2493",5
"18.2220",5
"18.1602",5
"18.1590",5
"18.1410",5
"18.1405",5
"18.1377",5
"18.1350",5
"18.1270",5
"18.0990",5
"18.0944",5
"18.0880",5
"18.0864",5
"18.0817",5
"18.0800",5
"18.0081",5
"18.0020",5
"178.2432",5
"17.9739",5
"17.9720",5
"17.9438",5
"17.9388",5
"17.8980",5
"17.8758",5
"17.8690",5
"17.8350",5
"17.8258",5
"17.8101",5
"17.8074",5
"17.8045",5
"17.8029",5
"17.8022",5
"17.7936",5
"17.7920",5
"17.7800",5
"17.7646",5
"17.7560",5
"17.7552",5
"17.7424",5
"17.7360",5
"17.7276",5
"17.7040",5
"17.6990",5
"17.6850",5
"17.6805",5
"17.6752",5
"17.6680",5
"17.6592",5
"17.6427",5
"17.6409",5
"17.5350",5
"17.5328",5
"17.5110",5
"17.4840",5
"17.4468",5
"17.4390",5
"17.4230",5
"17.4174",5
"17.3900",5
"17.3696",5
"17.3628",5
"17.3421",5
"17.3272",5
"17.3230",5
"17.3061",5
"17.2930",5
"17.2920",5
"17.2810",5
"17.2809",5
"17.2467",5
"17.2344",5
"17.2332",5
"17.2238",5
"17.2233",5
"17.2224",5
"17.2194",5
"17.2128",5
"17.1692",5
"17.1516",5
"17.1315",5
"17.1243",5
"17.1120",5
"17.0808",5
"17.0802",5
"17.0586",5
"17.0100",5
"166.5307",5
"161.1944",5
"16.9938",5
"16.9803",5
"16.9764",5
"16.9600",5
"16.9410",5
"16.9389",5
"16.9290",5
"16.9050",5
"16.8992",5
"16.8602",5
"16.8597",5
"16.8444",5
"16.8357",5
"16.8111",5
"16.8000",5
"16.7994",5
"16.7913",5
"16.7910",5
"16.7816",5
"16.7790",5
"16.7700",5
"16.7552",5
"16.7540",5
"16.7256",5
"16.7111",5
"16.6908",5
"16.6904",5
"16.6870",5
"16.6815",5
"16.6760",5
"16.6750",5
"16.6725",5
"16.6664",5
"16.6563",5
"16.6527",5
"16.6374",5
"16.6347",5
"16.6264",5
"16.6032",5
"16.5998",5
"16.5680",5
"16.5672",5
"16.5645",5
"16.5634",5
"16.5573",5
"16.5520",5
"16.5512",5
"16.5450",5
"16.5396",5
"16.5207",5
"16.5158",5
"16.5000",5
"16.4916",5
"16.4890",5
"16.4633",5
"16.4556",5
"16.4544",5
"16.4016",5
"16.3998",5
"16.3912",5
"16.3560",5
"16.3440",5
"16.3386",5
"16.3373",5
"16.3296",5
"16.3110",5
"16.2974",5
"16.2943",5
"16.2704",5
"16.2638",5
"16.2480",5
"16.2414",5
"16.1798",5
"16.1791",5
"16.1694",5
"16.1685",5
"16.1645",5
"16.1496",5
"16.1336",5
"16.0944",5
"16.0804",5
"16.0800",5
"16.0672",5
"16.0506",5
"16.0434",5
"16.0321",5
"16.0303",5
"16.0104",5
"16.0000",5
"15.9900",5
"15.9768",5
"15.9680",5
"15.9616",5
"15.9192",5
"15.9160",5
"15.9048",5
"15.8936",5
"15.8868",5
"15.8688",5
"15.8536",5
"15.8431",5
"15.8301",5
"15.8291",5
"15.8263",5
"15.8238",5
"15.7535",5
"15.7527",5
"15.7500",5
"15.7402",5
"15.7160",5
"15.7140",5
"15.7064",5
"15.7031",5
"15.6960",5
"15.6919",5
"15.6830",5
"15.6656",5
"15.6555",5
"15.6380",5
"15.6288",5
"15.6141",5
"15.6138",5
"15.6037",5
"15.5960",5
"15.5952",5
"15.5925",5
"15.5898",5
"15.5645",5
"15.5624",5
"15.5619",5
"15.5286",5
"15.5190",5
"15.4868",5
"15.4840",5
"15.4458",5
"15.4350",5
"15.4320",5
"15.4056",5
"15.3990",5
"15.3975",5
"15.3846",5
"15.3600",5
"15.3510",5
"15.3480",5
"15.3285",5
"15.3176",5
"15.3160",5
"15.3036",5
"15.2964",5
"15.2915",5
"15.2880",5
"15.2775",5
"15.2672",5
"15.2631",5
"15.2610",5
"15.2541",5
"15.2478",5
"15.2469",5
"15.2465",5
"15.1935",5
"15.1851",5
"15.1839",5
"15.1812",5
"15.1740",5
"15.1700",5
"15.1585",5
"15.1326",5
"15.1245",5
"15.1173",5
"15.1044",5
"15.1030",5
"15.0885",5
"15.0720",5
"15.0648",5
"15.0525",5
"15.0520",5
"15.0246",5
"15.0200",5
"15.0161",5
"15.0160",5
"15.0150",5
"15.0084",5
"15.0075",5
"141.0451",5
"14.9968",5
"14.9888",5
"14.9877",5
"14.9832",5
"14.9427",5
"14.9292",5
"14.9272",5
"14.9225",5
"14.9202",5
"14.9168",5
"14.9072",5
"14.9048",5
"14.8848",5
"14.8734",5
"14.8635",5
"14.8504",5
"14.8232",5
"14.8214",5
"14.8190",5
"14.8148",5
"14.7864",5
"14.7856",5
"14.7792",5
"14.7749",5
"14.7744",5
"14.7730",5
"14.7715",5
"14.7707",5
"14.7680",5
"14.7644",5
"14.7329",5
"14.7240",5
"14.7056",5
"14.7008",5
"14.6992",5
"14.6920",5
"14.6905",5
"14.6620",5
"14.6608",5
"14.6504",5
"14.6304",5
"14.6056",5
"14.6041",5
"14.5960",5
"14.5915",5
"14.5901",5
"14.5864",5
"14.5854",5
"14.5768",5
"14.5292",5
"14.5152",5
"14.5131",5
"14.5125",5
"14.5054",5
"14.5016",5
"14.5010",5
"14.4960",5
"14.4909",5
"14.4792",5
"14.4780",5
"14.4758",5
"14.4690",5
"14.4557",5
"14.4506",5
"14.4340",5
"14.4330",5
"14.4221",5
"14.3983",5
"14.3661",5
"14.3304",5
"14.3178",5
"14.3115",5
"14.3031",5
"14.3022",5
"14.2737",5
"14.2560",5
"14.2392",5
"14.2285",5
"14.2265",5
"14.2110",5
"14.2002",5
"14.1964",5
"14.1852",5
"14.1824",5
"14.1631",5
"14.1625",5
"14.1396",5
"14.1352",5
"14.1296",5
"14.1134",5
"14.1072",5
"14.1024",5
"14.0973",5
"14.0964",5
"14.0860",5
"14.0712",5
"14.0592",5
"14.0588",5
"14.0357",5
"14.0287",5
"14.0283",5
"14.0247",5
"14.0145",5
"137.4282",5
"13.9905",5
"13.9824",5
"13.9818",5
"13.9797",5
"13.9706",5
"13.9640",5
"13.9600",5
"13.9559",5
"13.9512",5
"13.9472",5
"13.9428",5
"13.9152",5
"13.9069",5
"13.8995",5
"13.8945",5
"13.8908",5
"13.8840",5
"13.8678",5
"13.8616",5
"13.8551",5
"13.8523",5
"13.8488",5
"13.8444",5
"13.8438",5
"13.8330",5
"13.8285",5
"13.8260",5
"13.8214",5
"13.8198",5
"13.8144",5
"13.8114",5
"13.8102",5
"13.8070",5
"13.8048",5
"13.8033",5
"13.8032",5
"13.7936",5
"13.7924",5
"13.7868",5
"13.7832",5
"13.7768",5
"13.7578",5
"13.7488",5
"13.7431",5
"13.7256",5
"13.7244",5
"13.7074",5
"13.6984",5
"13.6888",5
"13.6864",5
"13.6808",5
"13.6717",5
"13.6675",5
"13.6521",5
"13.6350",5
"13.6314",5
"13.6305",5
"13.6200",5
"13.6179",5
"13.6128",5
"13.6104",5
"13.5870",5
"13.5807",5
"13.5725",5
"13.5672",5
"13.5648",5
"13.5384",5
"13.5380",5
"13.5256",5
"13.4916",5
"13.4882",5
"13.4880",5
"13.4696",5
"13.4680",5
"13.4660",5
"13.4502",5
"13.4460",5
"13.4436",5
"13.4295",5
"13.4190",5
"13.4141",5
"13.4075",5
"13.4072",5
"13.4060",5
"13.4036",5
"13.4029",5
"13.4015",5
"13.3992",5
"13.3902",5
"13.3842",5
"13.3833",5
"13.3798",5
"13.3740",5
"13.3656",5
"13.3546",5
"13.3425",5
"13.3400",5
"13.3371",5
"13.3273",5
"13.3230",5
"13.3210",5
"13.3128",5
"13.3112",5
"13.3086",5
"13.3063",5
"13.3014",5
"13.2824",5
"13.2688",5
"13.2545",5
"13.2420",5
"13.2304",5
"13.2162",5
"13.1915",5
"13.1761",5
"13.1670",5
"13.1628",5
"13.1572",5
"13.1568",5
"13.1509",5
"13.1496",5
"13.1412",5
"13.1408",5
"13.1405",5
"13.1341",5
"13.1304",5
"13.1244",5
"13.1117",5
"13.1070",5
"13.1040",5
"13.0980",5
"13.0936",5
"13.0920",5
"13.0893",5
"13.0752",5
"13.0734",5
"13.0716",5
"13.0705",5
"13.0662",5
"13.0445",5
"13.0424",5
"13.0420",5
"13.0396",5
"13.0344",5
"13.0168",5
"13.0116",5
"13.0074",5
"13.0005",5
"13.0004",5
"129.7050",5
"12.9983",5
"12.9954",5
"12.9930",5
"12.9816",5
"12.9760",5
"12.9745",5
"12.9726",5
"12.9696",5
"12.9656",5
"12.9444",5
"12.9426",5
"12.9374",5
"12.9367",5
"12.9280",5
"12.9162",5
"12.9108",5
"12.9096",5
"12.8970",5
"12.8855",5
"12.8800",5
"12.8796",5
"12.8780",5
"12.8778",5
"12.8664",5
"12.8574",5
"12.8492",5
"12.8418",5
"12.8388",5
"12.8373",5
"12.8280",5
"12.8240",5
"12.8136",5
"12.7988",5
"12.7795",5
"12.7554",5
"12.7548",5
"12.7480",5
"12.7422",5
"12.7398",5
"12.7232",5
"12.7183",5
"12.7141",5
"12.7062",5
"12.7022",5
"12.7014",5
"12.6918",5
"12.6889",5
"12.6834",5
"12.6770",5
"12.6768",5
"12.6725",5
"12.6720",5
"12.6693",5
"12.6610",5
"12.6609",5
"12.6564",5
"12.6460",5
"12.6413",5
"12.6276",5
"12.6204",5
"12.6186",5
"12.6147",5
"12.5870",5
"12.5755",5
"12.5715",5
"12.5394",5
"12.5328",5
"12.5322",5
"12.5288",5
"12.5264",5
"12.5251",5
"12.5166",5
"12.5125",5
"12.5055",5
"12.5040",5
"12.4890",5
"12.4784",5
"12.4614",5
"12.4536",5
"12.4518",5
"12.4448",5
"12.4410",5
"12.4371",5
"12.4327",5
"12.4314",5
"12.4295",5
"12.4134",5
"12.3972",5
"12.3896",5
"12.3872",5
"12.3780",5
"12.3704",5
"12.3676",5
"12.3592",5
"12.3585",5
"12.3536",5
"12.3496",5
"12.3480",5
"12.3414",5
"12.3408",5
"12.3396",5
"12.3392",5
"12.3340",5
"12.3318",5
"12.3290",5
"12.3198",5
"12.3144",5
"12.2880",5
"12.2816",5
"12.2760",5
"12.2720",5
"12.2703",5
"12.2412",5
"12.2364",5
"12.2316",5
"12.2272",5
"12.2232",5
"12.2166",5
"12.1975",5
"12.1920",5
"12.1864",5
"12.1776",5
"12.1740",5
"12.1583",5
"12.1478",5
"12.1380",5
"12.1360",5
"12.1289",5
"12.1275",5
"12.1270",5
"12.1247",5
"12.1146",5
"12.1037",5
"12.1035",5
"12.0967",5
"12.0925",5
"12.0788",5
"12.0765",5
"12.0756",5
"12.0580",5
"12.0575",5
"12.0430",5
"12.0386",5
"12.0302",5
"12.0252",5
"12.0246",5
"12.0186",5
"12.0180",5
"12.0150",5
"12.0147",5
"12.0092",5
"12.0072",5
"117.1300",5
"113.2600",5
"11.9982",5
"11.9904",5
"11.9900",5
"11.9888",5
"11.9882",5
"11.9864",5
"11.9777",5
"11.9718",5
"11.9706",5
"11.9696",5
"11.9679",5
"11.9637",5
"11.9552",5
"11.9322",5
"11.9262",5
"11.9256",5
"11.9070",5
"11.9028",5
"11.9015",5
"11.8988",5
"11.8972",5
"11.8866",5
"11.8860",5
"11.8832",5
"11.8706",5
"11.8648",5
"11.8643",5
"11.8585",5
"11.8575",5
"11.8504",5
"11.8392",5
"11.8350",5
"11.8240",5
"11.8216",5
"11.8188",5
"11.8184",5
"11.8143",5
"11.8139",5
"11.8090",5
"11.8030",5
"11.7984",5
"11.7960",5
"11.7950",5
"11.7690",5
"11.7495",5
"11.7492",5
"11.7334",5
"11.7288",5
"11.7200",5
"11.7186",5
"11.7180",5
"11.6970",5
"11.6958",5
"11.6946",5
"11.6668",5
"11.6652",5
"11.6636",5
"11.6613",5
"11.6595",5
"11.6585",5
"11.6530",5
"11.6432",5
"11.6412",5
"11.6382",5
"11.6340",5
"11.6288",5
"11.6256",5
"11.6190",5
"11.6184",5
"11.6022",5
"11.5968",5
"11.5927",5
"11.5899",5
"11.5784",5
"11.5766",5
"11.5752",5
"11.5680",5
"11.5548",5
"11.5476",5
"11.5320",5
"11.5310",5
"11.5236",5
"11.5108",5
"11.5040",5
"11.5016",5
"11.4942",5
"11.4930",5
"11.4912",5
"11.4898",5
"11.4888",5
"11.4882",5
"11.4840",5
"11.4741",5
"11.4633",5
"11.4624",5
"11.4611",5
"11.4580",5
"11.4568",5
"11.4504",5
"11.4486",5
"11.4294",5
"11.4126",5
"11.4110",5
"11.4072",5
"11.4036",5
"11.3976",5
"11.3934",5
"11.3904",5
"11.3790",5
"11.3764",5
"11.3670",5
"11.3595",5
"11.3450",5
"11.3364",5
"11.3344",5
"11.3295",5
"11.3290",5
"11.3268",5
"11.3162",5
"11.3155",5
"11.3127",5
"11.3076",5
"11.3024",5
"11.2985",5
"11.2972",5
"11.2885",5
"11.2752",5
"11.2716",5
"11.2672",5
"11.2632",5
"11.2578",5
"11.2506",5
"11.2416",5
"11.2275",5
"11.2105",5
"11.2075",5
"11.2056",5
"11.2020",5
"11.1937",5
"11.1832",5
"11.1765",5
"11.1744",5
"11.1696",5
"11.1672",5
"11.1580",5
"11.1528",5
"11.1475",5
"11.1448",5
"11.1430",5
"11.1356",5
"11.1336",5
"11.1288",5
"11.1282",5
"11.1250",5
"11.1048",5
"11.0975",5
"11.0916",5
"11.0904",5
"11.0845",5
"11.0844",5
"11.0796",5
"11.0588",5
"11.0508",5
"11.0409",5
"11.0370",5
"11.0334",5
"11.0292",5
"11.0160",5
"11.0145",5
"11.0033",5
"108.0875",5
"10.9920",5
"10.9854",5
"10.9840",5
"10.9755",5
"10.9740",5
"10.9735",5
"10.9668",5
"10.9665",5
"10.9584",5
"10.9450",5
"10.9356",5
"10.9284",5
"10.9140",5
"10.9068",5
"10.9026",5
"10.8980",5
"10.8978",5
"10.8970",5
"10.8955",5
"10.8924",5
"10.8822",5
"10.8788",5
"10.8630",5
"10.8575",5
"10.8500",5
"10.8495",5
"10.8462",5
"10.8455",5
"10.8396",5
"10.8374",5
"10.8366",5
"10.8352",5
"10.8280",5
"10.8276",5
"10.8174",5
"10.8105",5
"10.8094",5
"10.8072",5
"10.8070",5
"10.7790",5
"10.7750",5
"10.7676",5
"10.7658",5
"10.7590",5
"10.7576",5
"10.7475",5
"10.7456",5
"10.7430",5
"10.7390",5
"10.7388",5
"10.7358",5
"10.7331",5
"10.7240",5
"10.7156",5
"10.7106",5
"10.6962",5
"10.6896",5
"10.6824",5
"10.6542",5
"10.6436",5
"10.6410",5
"10.6348",5
"10.6290",5
"10.6278",5
"10.6242",5
"10.6239",5
"10.6152",5
"10.6125",5
"10.6105",5
"10.6098",5
"10.6085",5
"10.6036",5
"10.6008",5
"10.5976",5
"10.5910",5
"10.5870",5
"10.5848",5
"10.5833",5
"10.5795",5
"10.5666",5
"10.5476",5
"10.5460",5
"10.5198",5
"10.5006",5
"10.4945",5
"10.4900",5
"10.4868",5
"10.4862",5
"10.4735",5
"10.4700",5
"10.4692",5
"10.4655",5
"10.4640",5
"10.4601",5
"10.4515",5
"10.4500",5
"10.4435",5
"10.4360",5
"10.4342",5
"10.4295",5
"10.4230",5
"10.4225",5
"10.4190",5
"10.4181",5
"10.4076",5
"10.3940",5
"10.3914",5
"10.3817",5
"10.3765",5
"10.3698",5
"10.3695",5
"10.3692",5
"10.3635",5
"10.3590",5
"10.3510",5
"10.3392",5
"10.3310",5
"10.3239",5
"10.3194",5
"10.3120",5
"10.3048",5
"10.3015",5
"10.3010",5
"10.3000",5
"10.2846",5
"10.2845",5
"10.2738",5
"10.2702",5
"10.2685",5
"10.2675",5
"10.2660",5
"10.2620",5
"10.2564",5
"10.2495",5
"10.2414",5
"10.2284",5
"10.2188",5
"10.2154",5
"10.1965",5
"10.1945",5
"10.1944",5
"10.1745",5
"10.1685",5
"10.1667",5
"10.1660",5
"10.1325",5
"10.1225",5
"10.1211",5
"10.1160",5
"10.1127",5
"10.1118",5
"10.1082",5
"10.0944",5
"10.0912",5
"10.0896",5
"10.0866",5
"10.0746",5
"10.0740",5
"10.0692",5
"10.0662",5
"10.0630",5
"10.0626",5
"10.0555",5
"10.0524",5
"10.0420",5
"10.0374",5
"10.0315",5
"10.0305",5
"10.0247",5
"10.0230",5
"10.0210",5
"10.0191",5
"10.0110",5
"10.0105",5
"10.0023",5
"1.9992",5
"1.9853",5
"1.9775",5
"1.9752",5
"1.9673",5
"1.9437",5
"1.9306",5
"1.9182",5
"1.9054",5
"1.8942",5
"1.8692",5
"1.8682",5
"1.8541",5
"1.8448",5
"1.8293",5
"1.8282",5
"1.8192",5
"1.8065",5
"1.7978",5
"1.7897",5
"1.7892",5
"1.7679",5
"1.7180",5
"1.7165",5
"1.6944",5
"1.6903",5
"1.6803",5
"1.6777",5
"1.6448",5
"1.6272",5
"1.6074",5
"1.5992",5
"1.5962",5
"1.5833",5
"1.5780",5
"1.5700",5
"1.5690",5
"1.5552",5
"1.5522",5
"1.5415",5
"1.5273",5
"1.5245",5
"1.5009",5
"1.4870",5
"1.4689",5
"1.4598",5
"1.4537",5
"1.4479",5
"1.4176",5
"1.4080",5
"1.3325",5
"1.1976",5
"9.9948",4
"9.9940",4
"9.9915",4
"9.9850",4
"9.9845",4
"9.9822",4
"9.9792",4
"9.9755",4
"9.9748",4
"9.9696",4
"9.9686",4
"9.9685",4
"9.9670",4
"9.9654",4
"9.9590",4
"9.9558",4
"9.9477",4
"9.9440",4
"9.9355",4
"9.9204",4
"9.9195",4
"9.9186",4
"9.9172",4
"9.9152",4
"9.9144",4
"9.9036",4
"9.8988",4
"9.8940",4
"9.8935",4
"9.8905",4
"9.8826",4
"9.8802",4
"9.8775",4
"9.8742",4
"9.8680",4
"9.8660",4
"9.8580",4
"9.8545",4
"9.8515",4
"9.8468",4
"9.8465",4
"9.8430",4
"9.8364",4
"9.8280",4
"9.8203",4
"9.8084",4
"9.8070",4
"9.7940",4
"9.7795",4
"9.7740",4
"9.7734",4
"9.7686",4
"9.7676",4
"9.7665",4
"9.7660",4
"9.7653",4
"9.7645",4
"9.7576",4
"9.7572",4
"9.7536",4
"9.7420",4
"9.7405",4
"9.7398",4
"9.7370",4
"9.7363",4
"9.7266",4
"9.7224",4
"9.7194",4
"9.7190",4
"9.7104",4
"9.7080",4
"9.7065",4
"9.7016",4
"9.6870",4
"9.6840",4
"9.6774",4
"9.6733",4
"9.6650",4
"9.6597",4
"9.6515",4
"9.6510",4
"9.6474",4
"9.6464",4
"9.6415",4
"9.6340",4
"9.6320",4
"9.6305",4
"9.6288",4
"9.6276",4
"9.6255",4
"9.6174",4
"9.6112",4
"9.6050",4
"9.6020",4
"9.6010",4
"9.6006",4
"9.6005",4
"9.5979",4
"9.5970",4
"9.5840",4
"9.5787",4
"9.5766",4
"9.5695",4
"9.5670",4
"9.5645",4
"9.5565",4
"9.5547",4
"9.5510",4
"9.5500",4
"9.5388",4
"9.5335",4
"9.5295",4
"9.5286",4
"9.5285",4
"9.5255",4
"9.5184",4
"9.5172",4
"9.5145",4
"9.5105",4
"9.5004",4
"9.4900",4
"9.4868",4
"9.4788",4
"9.4780",4
"9.4776",4
"9.4730",4
"9.4680",4
"9.4668",4
"9.4580",4
"9.4533",4
"9.4492",4
"9.4485",4
"9.4484",4
"9.4400",4
"9.4370",4
"9.4325",4
"9.4324",4
"9.4265",4
"9.4248",4
"9.4210",4
"9.4145",4
"9.4105",4
"9.4016",4
"9.4010",4
"9.3996",4
"9.3900",4
"9.3865",4
"9.3844",4
"9.3738",4
"9.3720",4
"9.3672",4
"9.3552",4
"9.3522",4
"9.3496",4
"9.3423",4
"9.3411",4
"9.3388",4
"9.3364",4
"9.3315",4
"9.3280",4
"9.3275",4
"9.3264",4
"9.3252",4
"9.3248",4
"9.3210",4
"9.3116",4
"9.2905",4
"9.2833",4
"9.2832",4
"9.2765",4
"9.2756",4
"9.2735",4
"9.2695",4
"9.2688",4
"9.2649",4
"9.2568",4
"9.2520",4
"9.2405",4
"9.2385",4
"9.2360",4
"9.2328",4
"9.2319",4
"9.2235",4
"9.2079",4
"9.2015",4
"9.1890",4
"9.1888",4
"9.1825",4
"9.1797",4
"9.1780",4
"9.1746",4
"9.1716",4
"9.1666",4
"9.1602",4
"9.1596",4
"9.1539",4
"9.1530",4
"9.1516",4
"9.1495",4
"9.1416",4
"9.1405",4
"9.1395",4
"9.1333",4
"9.1232",4
"9.1230",4
"9.1110",4
"9.1080",4
"9.1060",4
"9.1056",4
"9.0996",4
"9.0965",4
"9.0957",4
"9.0935",4
"9.0912",4
"9.0910",4
"9.0816",4
"9.0724",4
"9.0695",4
"9.0678",4
"9.0654",4
"9.0640",4
"9.0624",4
"9.0550",4
"9.0506",4
"9.0468",4
"9.0390",4
"9.0388",4
"9.0370",4
"9.0363",4
"9.0330",4
"9.0290",4
"9.0170",4
"9.0165",4
"9.0150",4
"9.0114",4
"9.0090",4
"9.0068",4
"9.0012",4
"8.9940",4
"8.9930",4
"8.9915",4
"8.9908",4
"8.9868",4
"8.9835",4
"8.9755",4
"8.9709",4
"8.9684",4
"8.9658",4
"8.9656",4
"8.9610",4
"8.9540",4
"8.9456",4
"8.9448",4
"8.9385",4
"8.9322",4
"8.9319",4
"8.9290",4
"8.9244",4
"8.9208",4
"8.9205",4
"8.9180",4
"8.9116",4
"8.8995",4
"8.8950",4
"8.8928",4
"8.8900",4
"8.8764",4
"8.8720",4
"8.8708",4
"8.8704",4
"8.8692",4
"8.8676",4
"8.8670",4
"8.8590",4
"8.8536",4
"8.8535",4
"8.8410",4
"8.8362",4
"8.8356",4
"8.8355",4
"8.8326",4
"8.8305",4
"8.8260",4
"8.8244",4
"8.8132",4
"8.8131",4
"8.8128",4
"8.8090",4
"8.8040",4
"8.8005",4
"8.7975",4
"8.7968",4
"8.7948",4
"8.7876",4
"8.7825",4
"8.7776",4
"8.7760",4
"8.7672",4
"8.7580",4
"8.7485",4
"8.7476",4
"8.7459",4
"8.7408",4
"8.7208",4
"8.7185",4
"8.7065",4
"8.7060",4
"8.7044",4
"8.7040",4
"8.7005",4
"8.6892",4
"8.6875",4
"8.6848",4
"8.6814",4
"8.6812",4
"8.6792",4
"8.6748",4
"8.6703",4
"8.6694",4
"8.6670",4
"8.6613",4
"8.6585",4
"8.6520",4
"8.6439",4
"8.6432",4
"8.6430",4
"8.6424",4
"8.6410",4
"8.6397",4
"8.6335",4
"8.6328",4
"8.6274",4
"8.6256",4
"8.6241",4
"8.6188",4
"8.6172",4
"8.6145",4
"8.6060",4
"8.6044",4
"8.5924",4
"8.5912",4
"8.5820",4
"8.5792",4
"8.5744",4
"8.5728",4
"8.5640",4
"8.5635",4
"8.5580",4
"8.5545",4
"8.5540",4
"8.5524",4
"8.5515",4
"8.5485",4
"8.5435",4
"8.5344",4
"8.5340",4
"8.5230",4
"8.5228",4
"8.5188",4
"8.5152",4
"8.5096",4
"8.5053",4
"8.4984",4
"8.4932",4
"8.4908",4
"8.4880",4
"8.4850",4
"8.4808",4
"8.4780",4
"8.4736",4
"8.4732",4
"8.4728",4
"8.4704",4
"8.4670",4
"8.4664",4
"8.4660",4
"8.4535",4
"8.4519",4
"8.4376",4
"8.4368",4
"8.4332",4
"8.4273",4
"8.4228",4
"8.4207",4
"8.4156",4
"8.4075",4
"8.3945",4
"8.3892",4
"8.3888",4
"8.3885",4
"8.3876",4
"8.3772",4
"8.3516",4
"8.3505",4
"8.3484",4
"8.3405",4
"8.3350",4
"8.3325",4
"8.3286",4
"8.3260",4
"8.3248",4
"8.3245",4
"8.3230",4
"8.3092",4
"8.3088",4
"8.3085",4
"8.3046",4
"8.3015",4
"8.2980",4
"8.2954",4
"8.2936",4
"8.2925",4
"8.2912",4
"8.2908",4
"8.2872",4
"8.2863",4
"8.2857",4
"8.2790",4
"8.2715",4
"8.2692",4
"8.2685",4
"8.2676",4
"8.2632",4
"8.2570",4
"8.2565",4
"8.2551",4
"8.2510",4
"8.2490",4
"8.2444",4
"8.2434",4
"8.2395",4
"8.2356",4
"8.2290",4
"8.2248",4
"8.2182",4
"8.2162",4
"8.2126",4
"8.2084",4
"8.2065",4
"8.2060",4
"8.1955",4
"8.1882",4
"8.1848",4
"8.1772",4
"8.1756",4
"8.1740",4
"8.1724",4
"8.1715",4
"8.1700",4
"8.1669",4
"8.1615",4
"8.1608",4
"8.1558",4
"8.1548",4
"8.1544",4
"8.1516",4
"8.1515",4
"8.1430",4
"8.1400",4
"8.1392",4
"8.1388",4
"8.1380",4
"8.1345",4
"8.1335",4
"8.1309",4
"8.1204",4
"8.1174",4
"8.1070",4
"8.1015",4
"8.0995",4
"8.0965",4
"8.0964",4
"8.0935",4
"8.0907",4
"8.0894",4
"8.0785",4
"8.0766",4
"8.0746",4
"8.0740",4
"8.0736",4
"8.0684",4
"8.0668",4
"8.0608",4
"8.0595",4
"8.0564",4
"8.0538",4
"8.0525",4
"8.0506",4
"8.0498",4
"8.0444",4
"8.0440",4
"8.0421",4
"8.0334",4
"8.0305",4
"8.0260",4
"8.0238",4
"8.0217",4
"8.0200",4
"8.0192",4
"8.0188",4
"8.0112",4
"8.0098",4
"8.0065",4
"8.0036",4
"8.0028",4
"8.0015",4
"71.2491",4
"7.9944",4
"7.9860",4
"7.9844",4
"7.9796",4
"7.9764",4
"7.9761",4
"7.9734",4
"7.9710",4
"7.9672",4
"7.9552",4
"7.9540",4
"7.9505",4
"7.9320",4
"7.9305",4
"7.9268",4
"7.9254",4
"7.9250",4
"7.9248",4
"7.9240",4
"7.9131",4
"7.9075",4
"7.9044",4
"7.8910",4
"7.8868",4
"7.8711",4
"7.8696",4
"7.8685",4
"7.8585",4
"7.8515",4
"7.8474",4
"7.8460",4
"7.8380",4
"7.8333",4
"7.8324",4
"7.8316",4
"7.8235",4
"7.8200",4
"7.8180",4
"7.8105",4
"7.8102",4
"7.8070",4
"7.8056",4
"7.8000",4
"7.7984",4
"7.7982",4
"7.7979",4
"7.7895",4
"7.7848",4
"7.7812",4
"7.7790",4
"7.7769",4
"7.7596",4
"7.7572",4
"7.7476",4
"7.7410",4
"7.7352",4
"7.7349",4
"7.7330",4
"7.7316",4
"7.7255",4
"7.7125",4
"7.6952",4
"7.6895",4
"7.6808",4
"7.6724",4
